1741, 368.434766, 23.949112, 0.211622,104, 25.715514, 9.069521, 0.247265,4, 0.605014, 9.069521, 0.151254
1679, 307.767817, 24.865593, 0.183304,166, 37.052629, 10.915284, 0.223209,4, 0.808392, 10.915284, 0.202098
1675, 360.533175, 14.722861, 0.215244,170, 28.610593, 0.316018, 0.168298,4, 0.814934, 0.316018, 0.203734
1691, 226.719831, 0.576001, 0.134074,154, 27.332298, 0.532196, 0.177482,4, 0.713956, 0.532196, 0.178489
1689, 300.140715, 11.021666, 0.177703,156, 35.307560, 7.021804, 0.226331,4, 0.800143, 7.021804, 0.200036
1665, 302.105659, 17.993407, 0.181445,180, 30.340586, 0.520534, 0.168559,4, 0.842241, 0.520534, 0.210560
1682, 290.280721, 0.894579, 0.172581,163, 27.274840, 0.447147, 0.167330,4, 0.810952, 0.447147, 0.202738
1664, 298.459077, 13.507429, 0.179362,181, 50.149888, 9.819033, 0.277071,4, 0.634881, 9.819033, 0.158720
1677, 280.357866, 0.904534, 0.167178,168, 28.629650, 0.494081, 0.170415,4, 0.746952, 0.494081, 0.186738
1655, 288.899742, 7.965591, 0.174562,190, 32.820944, 0.574578, 0.172742,4, 0.699450, 0.574578, 0.174862
1677, 295.371714, 4.582121, 0.176131,168, 26.463603, 0.428943, 0.157521,4, 0.603307, 0.428943, 0.150827
1679, 299.936768, 0.572303, 0.178640,166, 29.740976, 0.430649, 0.179163,4, 0.838828, 0.430649, 0.209707
1681, 224.277304, 1.526900, 0.133419,164, 29.290416, 0.387414, 0.178600,4, 0.453689, 0.387414, 0.113422
1669, 292.654129, 0.637156, 0.175347,176, 34.738671, 4.066991, 0.197379,4, 0.827734, 4.066991, 0.206934
1667, 295.875750, 1.586064, 0.177490,178, 33.890741, 2.166616, 0.190397,4, 0.796730, 2.166616, 0.199182
1674, 308.346093, 10.338714, 0.184197,171, 31.870330, 0.953459, 0.186376,4, 0.815503, 0.953459, 0.203876
1663, 288.606479, 0.837121, 0.173546,182, 36.507348, 3.787667, 0.200590,4, 0.780232, 3.787667, 0.195058
1662, 290.106357, 1.452091, 0.174553,183, 35.009462, 0.707130, 0.191309,4, 0.793885, 0.707130, 0.198471
1678, 259.361291, 3.974547, 0.154566,167, 29.397651, 0.426667, 0.176034,4, 0.792463, 0.426667, 0.198116
1665, 291.281967, 0.702579, 0.174944,180, 32.726508, 0.604730, 0.181814,4, 0.709974, 0.604730, 0.177494
1676, 284.032323, 3.002030, 0.169470,169, 31.121955, 1.338313, 0.184154,4, 0.867557, 1.338313, 0.216889
1668, 296.702915, 6.863652, 0.177879,177, 32.424712, 0.466774, 0.183190,4, 0.806116, 0.466774, 0.201529
1652, 283.258349, 0.546134, 0.171464,193, 35.002920, 1.321246, 0.181362,4, 0.653654, 1.321246, 0.163414
1661, 279.071606, 14.295625, 0.168014,184, 7.005306, 0.380303, 0.038072,4, 0.608143, 0.380303, 0.152036
1673, 288.063190, 0.590507, 0.172184,172, 30.788586, 0.530205, 0.179003,4, 0.642561, 0.530205, 0.160640
1684, 294.197526, 1.327219, 0.174702,161, 29.925012, 0.708836, 0.185870,4, 0.791325, 0.708836, 0.197831
1671, 294.982593, 1.570988, 0.176531,174, 30.897244, 0.400783, 0.177570,4, 0.672427, 0.400783, 0.168107
1666, 286.743651, 0.907379, 0.172115,179, 32.320037, 0.583112, 0.180559,4, 0.820623, 0.583112, 0.205156
1668, 302.150602, 4.985748, 0.181145,177, 34.817462, 2.024962, 0.196709,4, 0.590507, 2.024962, 0.147627
1667, 272.822924, 27.585738, 0.163661,178, 29.800709, 0.238649, 0.167420,4, 0.180622, 0.238649, 0.045156
1647, 362.474795, 42.076208, 0.220082,198, 31.378809, 0.595343, 0.158479,4, 0.900552, 0.595343, 0.225138
1671, 316.415507, 16.237245, 0.189357,174, 30.695288, 0.937246, 0.176410,4, 0.623218, 0.937246, 0.155805
1693, 270.714904, 1.423646, 0.159902,152, 32.119503, 7.379351, 0.211313,4, 0.705139, 7.379351, 0.176285
1678, 306.145344, 22.650337, 0.182447,167, 27.437827, 1.118437, 0.164298,4, 0.781370, 1.118437, 0.195342
1663, 279.979270, 12.424832, 0.168358,182, 29.639998, 1.041352, 0.162857,4, 0.587663, 1.041352, 0.146916
1694, 280.736462, 14.557599, 0.165724,151, 25.038820, 0.751788, 0.165820,4, 0.330240, 0.751788, 0.082560
1659, 290.286410, 18.623452, 0.174977,186, 31.024675, 1.282846, 0.166799,4, 0.616676, 1.282846, 0.154169
1677, 361.084429, 20.635615, 0.215316,168, 26.534715, 1.176464, 0.157945,4, 0.609281, 1.176464, 0.152320
1659, 276.442483, 7.045981, 0.166632,186, 29.142789, 0.711965, 0.156682,4, 0.707130, 0.711965, 0.176782
1673, 285.754636, 14.502132, 0.170804,172, 31.548338, 1.445833, 0.183421,4, 0.356694, 1.445833, 0.089173
1662, 235.009405, 9.115033, 0.141402,183, 14.336016, 5.143330, 0.078339,4, 0.632321, 5.143330, 0.158080
1690, 291.890679, 9.389522, 0.172716,155, 26.274163, 0.525654, 0.169511,4, 0.642561, 0.525654, 0.160640
1676, 293.419569, 12.792050, 0.175071,169, 29.095855, 0.874952, 0.172165,4, 0.746952, 0.874952, 0.186738
1651, 266.208161, 2.679470, 0.161241,194, 31.685725, 0.490098, 0.163328,4, 0.850490, 0.490098, 0.212622
1666, 285.625214, 4.366227, 0.171444,179, 29.833136, 0.438329, 0.166666,4, 0.583965, 0.438329, 0.145991
1655, 299.700110, 18.230350, 0.181088,190, 34.758013, 1.336890, 0.182937,4, 0.612978, 1.336890, 0.153245
1668, 291.265185, 20.787224, 0.174619,177, 30.981724, 0.749228, 0.175038,4, 0.415574, 0.749228, 0.103893
1651, 324.829952, 10.001362, 0.196747,194, 38.284275, 2.657852, 0.197342,4, 0.518543, 2.657852, 0.129636
1664, 358.389883, 28.484299, 0.215379,181, 31.555734, 1.798544, 0.174341,4, 0.819201, 1.798544, 0.204800
1672, 287.521323, 1.846331, 0.171963,173, 31.338418, 0.549547, 0.181147,4, 0.875805, 0.549547, 0.218951
1671, 342.589545, 29.087891, 0.205021,174, 29.379447, 0.703432, 0.168847,4, 0.800143, 0.703432, 0.200036
1650, 351.293271, 21.142211, 0.212905,195, 40.801326, 7.137004, 0.209238,4, 0.584534, 7.137004, 0.146133
1653, 302.615669, 6.202887, 0.183071,192, 34.364057, 0.642561, 0.178979,4, 0.844801, 0.642561, 0.211200
1660, 376.818775, 18.226083, 0.226999,185, 32.977389, 0.852197, 0.178256,4, 0.892872, 0.852197, 0.223218
1679, 345.119966, 23.862072, 0.205551,166, 32.599362, 3.436946, 0.196382,4, 0.752641, 3.436946, 0.188160
1673, 320.661698, 23.504525, 0.191669,172, 31.072746, 0.589370, 0.180656,4, 0.825174, 0.589370, 0.206294
1676, 305.429681, 10.052847, 0.182237,169, 30.331199, 0.764872, 0.179475,4, 0.815788, 0.764872, 0.203947
1681, 278.825277, 21.436327, 0.165869,164, 25.798287, 0.636303, 0.157307,4, 0.890312, 0.636303, 0.222578
1670, 330.097584, 17.454100, 0.197663,175, 29.824318, 0.784499, 0.170425,4, 0.448001, 0.784499, 0.112000
1663, 307.712635, 11.721684, 0.185035,182, 34.603559, 6.123243, 0.190129,4, 0.404765, 6.123243, 0.101191
1668, 352.274321, 19.206280, 0.211196,177, 30.027127, 0.374614, 0.169645,4, 0.857317, 0.374614, 0.214329
1666, 359.403929, 18.727559, 0.215729,179, 31.080711, 0.577423, 0.173635,4, 0.722490, 0.577423, 0.180622
1692, 298.802687, 0.715947, 0.176597,153, 27.453756, 0.846792, 0.179436,4, 0.529067, 0.846792, 0.132267
1680, 241.492755, 10.589879, 0.143746,165, 29.237509, 0.491805, 0.177197,4, 0.688072, 0.491805, 0.172018
1655, 290.471015, 0.943219, 0.175511,190, 32.463681, 0.241494, 0.170861,4, 0.784214, 0.241494, 0.196054
1691, 293.881508, 1.857709, 0.173792,154, 29.807252, 2.665816, 0.193554,4, 0.752641, 2.665816, 0.188160
1696, 297.358845, 11.915391, 0.175330,149, 25.277753, 0.521387, 0.169649,4, 0.687503, 0.521387, 0.171876
1668, 279.112851, 0.620658, 0.167334,177, 29.774541, 0.898845, 0.168218,4, 0.582258, 0.898845, 0.145565
1654, 304.050693, 9.370180, 0.183828,191, 42.333630, 9.214588, 0.221642,4, 0.871539, 9.214588, 0.217885
1665, 310.903252, 13.165526, 0.186729,180, 40.448046, 11.891214, 0.224711,4, 0.679254, 11.891214, 0.169814
1662, 311.954844, 12.030023, 0.187698,183, 30.404301, 0.406187, 0.166144,4, 0.832854, 0.406187, 0.208214
1669, 295.854986, 7.680862, 0.177265,176, 31.383645, 1.069512, 0.178316,4, 0.547841, 1.069512, 0.136960
1673, 289.586676, 0.673850, 0.173094,172, 32.187201, 1.801104, 0.187135,4, 0.796161, 1.801104, 0.199040
1679, 298.803540, 1.321246, 0.177965,166, 28.767322, 0.550116, 0.173297,4, 0.469049, 0.550116, 0.117262
1676, 218.749689, 0.648250, 0.130519,169, 30.828124, 0.774543, 0.182415,4, 0.479858, 0.774543, 0.119965
1658, 294.764709, 0.896001, 0.177783,187, 32.165299, 0.351858, 0.172007,4, 0.758330, 0.351858, 0.189582
1667, 293.001436, 3.173550, 0.175766,178, 31.400142, 0.579698, 0.176405,4, 0.591645, 0.579698, 0.147911
1677, 289.258427, 0.616107, 0.172486,168, 29.923021, 0.434916, 0.178113,4, 0.930134, 0.434916, 0.232534
1693, 298.483824, 1.358224, 0.176305,152, 28.811979, 2.594705, 0.189552,4, 0.823183, 2.594705, 0.205796
1686, 299.290225, 6.570674, 0.177515,159, 29.409313, 0.746099, 0.184964,4, 0.944926, 0.746099, 0.236231
1681, 235.122330, 0.807539, 0.139871,164, 29.437189, 0.647681, 0.179495,4, 0.474169, 0.647681, 0.118542
1666, 289.197556, 0.864712, 0.173588,179, 30.198648, 0.374045, 0.168708,4, 0.843379, 0.374045, 0.210845
1675, 294.334628, 0.993281, 0.175722,170, 31.313387, 0.457956, 0.184196,4, 0.707414, 0.457956, 0.176854
1666, 306.472171, 17.988572, 0.183957,179, 30.705813, 0.362667, 0.171541,4, 0.661619, 0.362667, 0.165405
1679, 293.491534, 0.740410, 0.174801,166, 29.076513, 0.737850, 0.175160,4, 0.768570, 0.737850, 0.192142
1693, 285.678405, 0.664747, 0.168741,152, 15.413493, 4.690494, 0.101405,4, 0.665032, 4.690494, 0.166258
1662, 286.877340, 0.833423, 0.172610,183, 32.948944, 0.787912, 0.180049,4, 0.687503, 0.787912, 0.171876
1634, 290.156988, 0.778525, 0.177575,211, 38.014337, 0.578561, 0.180163,4, 0.852481, 0.578561, 0.213120
1671, 299.773497, 4.020627, 0.179398,174, 31.288640, 0.598472, 0.179820,4, 0.812659, 0.598472, 0.203165
1683, 292.283497, 0.990437, 0.173668,162, 28.998291, 0.447147, 0.179002,4, 0.850490, 0.447147, 0.212622
1685, 295.450789, 0.885477, 0.175342,160, 27.746449, 0.283023, 0.173415,4, 0.683236, 0.283023, 0.170809
1683, 213.431994, 1.786598, 0.126816,162, 29.990719, 0.601885, 0.185128,4, 0.507449, 0.601885, 0.126862
1679, 290.744651, 2.898208, 0.173165,166, 29.332513, 1.001530, 0.176702,4, 0.782792, 1.001530, 0.195698
1702, 301.252325, 0.639716, 0.176999,143, 25.201806, 0.404765, 0.176236,4, 0.834845, 0.404765, 0.208711
1644, 282.748624, 0.707414, 0.171988,201, 35.615898, 0.728463, 0.177194,4, 0.854757, 0.728463, 0.213689
1676, 288.961751, 0.766579, 0.172412,169, 42.177186, 11.196315, 0.249569,4, 0.796445, 11.196315, 0.199111
1657, 294.587784, 6.266034, 0.177784,188, 33.582972, 0.582827, 0.178633,4, 0.755201, 0.582827, 0.188800
1693, 266.635681, 0.836837, 0.157493,152, 29.164122, 0.742401, 0.191869,4, 0.758045, 0.742401, 0.189511
1664, 294.627606, 4.927437, 0.177060,181, 32.224179, 0.932126, 0.178034,4, 0.816356, 0.932126, 0.204089
1668, 293.110093, 0.856463, 0.175725,177, 32.058916, 2.086687, 0.181124,4, 0.781939, 2.086687, 0.195485
1650, 304.764365, 10.110589, 0.184706,195, 34.143612, 0.420125, 0.175095,4, 0.831148, 0.420125, 0.207787
1669, 298.995825, 3.422439, 0.179147,176, 29.514842, 0.476161, 0.167698,4, 0.786774, 0.476161, 0.196694
1677, 251.364410, 0.933832, 0.149889,168, 7.752542, 0.203094, 0.046146,4, 0.654792, 0.203094, 0.163698
1656, 282.027272, 0.845939, 0.170306,189, 35.991934, 0.538454, 0.190434,4, 0.859023, 0.538454, 0.214756
1673, 292.713862, 0.851628, 0.174963,172, 32.130597, 0.565192, 0.186806,4, 0.775396, 0.565192, 0.193849
1675, 306.789327, 19.240413, 0.183158,170, 27.482769, 0.690063, 0.161663,4, 0.580267, 0.690063, 0.145067
1684, 292.449328, 0.697743, 0.173663,161, 28.824211, 0.711965, 0.179032,4, 0.698027, 0.711965, 0.174507
1670, 294.707251, 2.203025, 0.176471,175, 30.533155, 0.420409, 0.174475,4, 0.719930, 0.420409, 0.179982
1663, 220.485655, 9.879336, 0.132583,182, 32.700339, 0.699450, 0.179672,4, 0.390827, 0.699450, 0.097707
1681, 295.176016, 2.266456, 0.175595,164, 28.266699, 0.533049, 0.172358,4, 0.628623, 0.533049, 0.157156
1669, 294.257828, 0.980766, 0.176308,176, 39.545787, 8.791619, 0.224692,4, 0.602738, 8.791619, 0.150685
1671, 292.316208, 0.791041, 0.174935,174, 31.594134, 0.715947, 0.181575,4, 0.857601, 0.715947, 0.214400
1691, 294.875642, 0.731023, 0.174379,154, 27.693827, 0.555236, 0.179830,4, 0.683521, 0.555236, 0.170880
1689, 295.432869, 0.965406, 0.174916,156, 29.656780, 0.719361, 0.190108,4, 1.443842, 0.719361, 0.360960
1673, 293.963428, 4.707845, 0.175710,172, 36.965873, 5.884593, 0.214918,4, 0.692623, 5.884593, 0.173156
1663, 292.301133, 0.714810, 0.175767,182, 33.216038, 0.847361, 0.182506,4, 0.764019, 0.847361, 0.191005
1657, 295.447661, 9.396633, 0.178303,188, 32.595948, 0.371200, 0.173383,4, 0.714810, 0.371200, 0.178702
1668, 286.524059, 0.746952, 0.171777,177, 29.744958, 0.766010, 0.168051,4, 0.802419, 0.766010, 0.200605
1676, 301.071987, 9.504722, 0.179637,169, 30.936497, 0.803841, 0.183056,4, 0.748374, 0.803841, 0.187094
1675, 223.518690, 0.950614, 0.133444,170, 18.075327, 0.458809, 0.106325,4, 0.595058, 0.458809, 0.148765
1654, 286.702406, 0.949192, 0.173339,191, 34.237479, 0.523378, 0.179254,4, 0.806685, 0.523378, 0.201671
1657, 290.756313, 0.863574, 0.175472,188, 31.506240, 0.449992, 0.167586,4, 0.794739, 0.449992, 0.198685
1679, 291.382660, 0.841103, 0.173545,166, 29.196549, 0.668161, 0.175883,4, 0.816356, 0.668161, 0.204089
1679, 298.802971, 6.005767, 0.177965,166, 28.975820, 0.662187, 0.174553,4, 0.487538, 0.662187, 0.121885
1681, 298.737833, 4.369925, 0.177714,164, 31.674063, 2.642492, 0.193135,4, 0.785352, 2.642492, 0.196338
1668, 216.056566, 0.874952, 0.129530,177, 31.253369, 0.823752, 0.176573,4, 0.504605, 0.823752, 0.126151
1668, 296.444071, 2.234029, 0.177724,177, 30.863111, 0.613832, 0.174368,4, 0.628338, 0.613832, 0.157085
1687, 300.049693, 8.677557, 0.177860,158, 28.580726, 0.383147, 0.180891,4, 0.418703, 0.383147, 0.104676
1677, 290.367477, 0.893725, 0.173147,168, 31.677192, 0.903397, 0.188555,4, 0.858454, 0.903397, 0.214614
1664, 291.605950, 0.927574, 0.175244,181, 30.310719, 0.833423, 0.167463,4, 0.527929, 0.833423, 0.131982
1704, 295.138754, 0.686934, 0.173203,141, 24.068010, 0.416143, 0.170695,4, 0.712250, 0.416143, 0.178062
1672, 298.876358, 8.467921, 0.178754,173, 32.496677, 0.540730, 0.187842,4, 0.605867, 0.540730, 0.151467
1697, 309.584281, 16.059467, 0.182430,148, 26.587906, 0.396232, 0.179648,4, 0.800428, 0.396232, 0.200107
1680, 270.478814, 0.891450, 0.160999,165, 29.378878, 0.852765, 0.178054,4, 0.538454, 0.852765, 0.134613
1671, 288.040150, 0.919041, 0.172376,174, 33.416856, 0.573156, 0.192051,4, 0.813796, 0.573156, 0.203449
1662, 286.937642, 0.845085, 0.172646,183, 32.009708, 0.452836, 0.174916,4, 0.584534, 0.452836, 0.146133
1672, 220.312713, 2.456181, 0.131766,173, 29.657918, 0.508587, 0.171433,4, 0.433209, 0.508587, 0.108302
1669, 291.438127, 1.165370, 0.174618,176, 33.735149, 0.609281, 0.191677,4, 0.590507, 0.609281, 0.147627
1681, 295.781314, 1.650064, 0.175956,164, 33.353425, 3.861907, 0.203375,4, 0.798152, 3.861907, 0.199538
1672, 291.802501, 0.780232, 0.174523,173, 31.863503, 0.559787, 0.184182,4, 0.846792, 0.559787, 0.211698
1657, 286.702406, 1.908056, 0.173025,188, 32.898597, 0.342187, 0.174993,4, 0.872961, 0.342187, 0.218240
1684, 288.758089, 2.232038, 0.171472,161, 28.949935, 0.879219, 0.179813,4, 0.807539, 0.879219, 0.201885
1670, 220.634704, 0.917050, 0.132117,175, 32.131450, 0.804979, 0.183608,4, 0.830579, 0.804979, 0.207645
1692, 315.933088, 21.611260, 0.186722,153, 26.216705, 0.347023, 0.171351,4, 0.826596, 0.347023, 0.206649
1692, 296.418755, 1.117583, 0.175188,153, 25.793736, 0.257991, 0.168587,4, 0.641992, 0.257991, 0.160498
